product_id,groupid,line,eva_chamber,mask_set,port,cycleid,glass_id,ppa_x,ppa_y,offset_x,offset_y,offset_tht,x_label,y_label,pos_x,pos_y
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-0.08830000000000005,3.3776,-1.5,-4.0,10.0,12,1,223.962,408.855
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-1.8609,-0.5294,-1.5,-4.0,10.0,12,2,223.962,242.95
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-0.09030000000000005,-0.657,-1.5,-4.0,10.0,12,3,223.962,77.04
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,0.40670000000000006,2.0224,-1.5,-4.0,10.0,12,4,223.962,-88.772
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,1.1629,1.341,-1.5,-4.0,10.0,12,5,223.962,-254.653
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,0.39979999999999993,-0.8761,-1.5,-4.0,10.0,12,6,223.962,-420.576
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-0.030000000000000027,2.581,-1.5,-4.0,10.0,13,1,298.608,408.859
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-2.3941,-0.4311,-1.5,-4.0,10.0,13,2,298.608,242.952
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-2.1065,-0.7672,-1.5,-4.0,10.0,13,3,298.608,77.043
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-1.6230000000000002,0.3668,-1.5,-4.0,10.0,13,4,298.608,-88.769
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-0.5699000000000001,1.0722,-1.5,-4.0,10.0,13,5,298.608,-254.65
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,1.9611,-1.3028,-1.5,-4.0,10.0,13,6,298.608,-420.573
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-1.0179999999999998,-1.4234,-1.5,-4.0,10.0,14,1,373.254,408.861
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-2.795,-4.2473,-1.5,-4.0,10.0,14,2,373.254,242.955
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-3.0564999999999998,-2.9983,-1.5,-4.0,10.0,14,3,373.254,77.045
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-2.4975,1.2844,-1.5,-4.0,10.0,14,4,373.254,-88.767
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-1.8828,1.6436,-1.5,-4.0,10.0,14,5,373.254,-254.648
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,1.809,1.8348,-1.5,-4.0,10.0,14,6,373.254,-420.572
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-0.8607,-2.4144,-1.5,-4.0,10.0,15,1,447.9,408.861
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-1.4445999999999999,-4.7126,-1.5,-4.0,10.0,15,2,447.9,242.956
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,0.6815,-2.9938,-1.5,-4.0,10.0,15,3,447.9,77.046
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,0.22419999999999995,0.9271,-1.5,-4.0,10.0,15,4,447.9,-88.767
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-0.15949999999999998,2.1026,-1.5,-4.0,10.0,15,5,447.9,-254.649
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,3.4728000000000003,0.775,-1.5,-4.0,10.0,15,6,447.9,-420.572
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,2.2589,-2.8501,-1.5,-4.0,10.0,16,1,522.546,408.862
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-2.8444000000000003,-5.0679,-1.5,-4.0,10.0,16,2,522.546,242.957
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-3.708,-3.6645,-1.5,-4.0,10.0,16,3,522.546,77.047
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-2.9503000000000004,0.505,-1.5,-4.0,10.0,16,4,522.546,-88.767
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-0.9339,1.3994,-1.5,-4.0,10.0,16,5,522.546,-254.649
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,3.7628,1.4842,-1.5,-4.0,10.0,16,6,522.546,-420.572
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,0.5679,-2.6671,-1.5,-4.0,10.0,17,1,597.192,408.865
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,-0.7928999999999999,-3.8022,-1.5,-4.0,10.0,17,2,597.192,242.96
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,1.3926,-3.7379,-1.5,-4.0,10.0,17,3,597.192,77.05
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,1.2044000000000001,-1.2014,-1.5,-4.0,10.0,17,4,597.192,-88.764
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,1.8334,0.0284,-1.5,-4.0,10.0,17,5,597.192,-254.647
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,3.492,1.5547,-1.5,-4.0,10.0,17,6,597.192,-420.57
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,1.8507,-1.6168,-1.5,-4.0,10.0,18,1,671.838,408.866
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,2.0281000000000002,-2.3863,-1.5,-4.0,10.0,18,2,671.838,242.96
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,4.0928,-2.0931,-1.5,-4.0,10.0,18,3,671.838,77.05
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,4.5280000000000005,-2.1475,-1.5,-4.0,10.0,18,4,671.838,-88.764
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,3.4509,-2.3779,-1.5,-4.0,10.0,18,5,671.838,-254.647
G2647FB101FQ-007E,0,2,OC_4,A002,A,3,L2E9418A2201,3.9252,-1.7819,-1.5,-4.0,10.0,18,6,671.838,-420.571
